sample_id,redcap_repeat_instrument,redcap_repeat_instance,sample_labid,sample_sequenceid,sample_batchid,apha_sub,apha_rv,sample_tissuetype,sample_buffer,country,hmpcr_n405,rtassay,rtqpcr,lateral_flow_test,fat,drit,diagnostic_result,test_centre,diag_notes,diagnostic_complete,ngs_runid,duplicate_id,ngs_rundate,ngs_location,ngs_provider,ngs_submission,ngs_platform,primer_scheme,nanopore_platform,ngs_flowcell,illumina_platform,ngs_prep,ngs_barcode,ngs_library,ngs_analysis_type,ngs_merged_from,total_reads,mapped_reads,mean_depth,stdev_depth,median_depth,minimum_reads,maximum_reads,genomecov_depthx1,genomecov_depthx5,genomecov_depthx20,genomecov_depthx100,negative_control_sample,genbank_accession,consensus_coverage,consensus_fasta,ngs_notes,sequencing_complete
RADDL4B-24-113,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run3,1,24-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode43,,Single_run,,48169,45792,2189.019863,1784.631988,1697,0,8563,11895,11893,11892,11878,No,,11793,RADDL4B-24-113__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-114,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-114,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run3,1,24-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode44,,Single_run,,44680,42192,2344.681026,1937.899253,1818,0,11397,11899,11894,11893,11882,No,,11781,RADDL4B-24-114__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-116,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-116,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run3,1,24-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode45,,Single_run,,33433,31726,1945.676249,1411.7672,1650,0,6852,11894,11893,11892,11673,No,,11779,RADDL4B-24-116__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-117,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-117,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run3,1,24-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode46,,Single_run,,22999,21104,912.5097218,819.3613737,776,0,3936,11895,11893,11883,11351,No,,11788,RADDL4B-24-117__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-120,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-120,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode65,,Single_run,,16153,14856,770.6703822,572.1576621,532,0,3301,11896,11893,11885,11673,No,,11796,RADDL4B-24-120__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-121,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-121,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run3,1,24-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode47,,Single_run,,53107,49594,2028.715136,2224.010428,1077,0,11456,11894,11893,11890,11570,No,,11791,RADDL4B-24-121__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-122,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-122,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run3,1,24-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode48,,Single_run,,51229,49018,2906.685635,2447.789382,2285.5,0,15764,11895,11894,11892,11673,No,,11789,RADDL4B-24-122__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-124,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-124,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode66,,Single_run,,9975,8901,579.6425578,373.2797657,400,0,1674,11895,11888,11885,11650,No,,11800,RADDL4B-24-124__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-125,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-125,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode49,,Single_run,,8259,7651,382.7361716,429.4233705,257,0,2572,11888,11886,11881,10625,No,,11779,RADDL4B-24-125__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-127,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-127,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode50,,Single_run,,6711,6354,284.2085987,355.758561,177,0,1999,11886,11885,11845,8314,No,,11582,RADDL4B-24-127__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-129,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-129,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode51,,Single_run,,3571,3103,133.1999665,150.6434056,82,0,786,11886,11882,11000,5095,No,,8479,RADDL4B-24-129__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-130,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-130,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode67,,Single_run,,2263,2012,98.63568555,84.7735699,69,0,515,11890,11884,11479,4201,No,,10603,RADDL4B-24-130__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-132,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-132,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode52,,Single_run,,1548,1314,63.3790647,66.00215534,37,0,317,11887,11707,8671,2343,No,,6860,RADDL4B-24-132__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-138,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-138,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run3,1,24-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode33,,Single_run,,44794,42763,2474.174405,1843.791107,2274,0,9859,11920,11896,11893,11881,No,,11785,RADDL4B-24-138__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-147,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-147,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run4,1,24-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode49,,Single_run,,3690,3416,147.8773885,172.9026938,96,0,982,11886,11883,11464,5798,No,,9608,RADDL4B-24-147__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-148,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-148,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run4,1,24-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode50,,Single_run,,1931,1822,88.8231646,115.4689646,53,0,674,11886,11881,11066,2614,No,,10185,RADDL4B-24-148__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-150,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-150,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run4,1,24-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode51,,Single_run,,2469,2265,106.4259135,127.7957316,67,0,695,11886,11881,10789,4384,No,,9265,RADDL4B-24-150__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-151,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-151,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run4,1,24-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode52,,Single_run,,2969,2712,132.762655,140.9619085,90,0,745,11887,11884,11653,5218,No,,10911,RADDL4B-24-151__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-153,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-153,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run5,1,29-May-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ08077,,Amplicon,barcode49,,Single_run,,19505,17574,669.7204157,646.0687309,418,0,3073,11887,11698,11674,10949,No,,11584,RADDL4B-24-153__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-154,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-154,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run3,1,24-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode34,,Single_run,,6793,6311,338.9710023,261.2874965,299,0,1594,11891,11886,11870,9782,No,,11786,RADDL4B-24-154__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-155,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-155,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run3,1,24-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode35,,Single_run,,18439,17290,1055.075511,739.5529433,936,0,3924,11918,11893,11886,11861,No,,11785,RADDL4B-24-155__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-156,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-156,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run5,1,29-May-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ08077,,Amplicon,barcode50,,Single_run,,20745,19075,786.6737345,651.967944,606.5,0,3302,11893,11886,11703,11337,No,,11586,RADDL4B-24-156__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-157,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-157,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run5,1,29-May-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ08077,,Amplicon,barcode51,,Single_run,,11719,10149,468.7921555,342.8856859,373,0,1593,11918,11885,11709,11008,No,,11372,RADDL4B-24-157__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-161,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-161,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode53,,Single_run,,4501,3991,163.9736004,168.5249885,107,0,830,11889,11886,11597,6312,No,,9991,RADDL4B-24-161__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-162,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-162,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode54,,Single_run,,1757,1460,65.99312772,72.7515232,42,0,400,11884,11874,9469,1861,No,,6639,RADDL4B-24-162__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-173,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-173,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run5,1,29-May-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ08077,,Amplicon,barcode52,,Single_run,,9193,8221,319.5109789,370.3958946,201,0,1703,11893,11886,11674,8471,No,,11079,RADDL4B-24-173__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-174,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-174,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run5,1,29-May-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ08077,,Amplicon,barcode53,,Single_run,,14940,13132,504.1869762,465.7569417,384.5,0,2389,11891,11886,11686,10614,No,,11383,RADDL4B-24-174__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-178,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-178,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run5,1,29-May-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ08077,,Amplicon,barcode54,,Single_run,,10279,9048,430.339172,392.6667443,322,0,2235,11894,11893,11881,10597,No,,11783,RADDL4B-24-178__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-180,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-180,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run5,1,29-May-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ08077,,Amplicon,barcode55,,Single_run,,9900,8995,428.0845625,432.254772,289.5,0,2416,11894,11893,11879,10755,No,,11794,RADDL4B-24-180__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-181,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-181,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run5,1,29-May-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ08077,,Amplicon,barcode56,,Single_run,,37193,33947,1459.579031,1384.656563,950.5,0,6844,11897,11893,11886,11514,No,,11791,RADDL4B-24-181__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-182,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-182,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run5,1,29-May-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ08077,,Amplicon,barcode57,,Single_run,,2124,1711,66.4389876,74.8329991,40,0,382,11680,11040,8765,2591,No,,5759,RADDL4B-24-182__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-183,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-183,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run5,1,29-May-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ08077,,Amplicon,barcode58,,Single_run,,10689,9494,335.8346463,485.5517488,190,0,3007,11898,11597,11410,8693,No,,11126,RADDL4B-24-183__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-184,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-184,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run5,1,29-May-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ08077,,Amplicon,barcode59,,Single_run,,9755,8254,323.2110292,316.7913143,229,0,1595,11887,11682,11509,9160,No,,11369,RADDL4B-24-184__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-185,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-185,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run5,1,29-May-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ08077,,Amplicon,barcode60,,Single_run,,10981,9667,429.9861716,333.1311712,379,0,1810,11894,11892,11881,10507,No,,11783,RADDL4B-24-185__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-186,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-186,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run5,1,29-May-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ08077,,Amplicon,barcode61,,Single_run,,10042,8743,356.4979048,289.9891857,316,0,1575,11790,11724,11640,9514,No,,11166,RADDL4B-24-186__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-187,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-187,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run5,1,29-May-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ08077,,Amplicon,barcode62,,Single_run,,19373,17810,725.041066,565.647655,606,0,2867,11896,11893,11882,11134,No,,11796,RADDL4B-24-187__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-188,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-188,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run5,1,29-May-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ08077,,Amplicon,barcode63,,Single_run,,12754,11425,565.3582803,443.4636208,495,0,2462,11893,11893,11881,10364,No,,11786,RADDL4B-24-188__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-25-005,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-25-005,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run5,1,29-May-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ08077,,Amplicon,barcode64,,Single_run,,12109,10813,397.880238,441.833745,249,0,2504,11693,11682,11669,9843,No,,11380,RADDL4B-25-005__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-25-006,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-25-006,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run5,1,29-May-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ08077,,Amplicon,barcode65,,Single_run,,14080,12691,476.8829199,573.649647,257,0,3010,11697,11695,11671,10573,No,,11379,RADDL4B-25-006__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-25-008,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-25-008,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run5,1,29-May-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ08077,,Amplicon,barcode66,,Single_run,,10630,9060,356.1083641,398.0274817,270,0,2376,11893,11885,11677,9922,No,,11382,RADDL4B-25-008__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-25-009,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-25-009,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run5,1,29-May-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ08077,,Amplicon,barcode67,,Single_run,,8213,7120,287.9882668,296.1742101,194,0,1451,11800,11682,11670,8747,No,,11112,RADDL4B-25-009__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-25-017,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-25-017,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run5,1,29-May-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ08077,,Amplicon,barcode69,,Single_run,,24384,22488,878.1112135,1319.698079,404,0,7216,11893,11890,11886,11393,No,,11776,RADDL4B-25-017__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL5-005,,,33,RADDL5-005,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL5-005,sequencing,1,,,,,,,,,,,,,,,,,,,ritm_archive2-nb22,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63189,,Amplicon,NB08,,Single_run,,2511,2488,8922.323165,4048.767056,8460,0,20137,11860.408,11890,11657.564,5715.428,No,MN726877,11653,RADDL5-005__ritm_archive2_nb22__instance1.fasta,,2
RADDL5-005,sequencing,2,,,,,,,,,,,,,,,,,,,run1_21,2,26/10/2021,RITM,,,Nanopore,rabvSEasia,Minion,,,Amplicon,barcode02,,Single_run,,242600,242600,8922.323165,4048.767056,8460,0,20137,11895,11890,11884,11713,No,MN726877,11800,RADDL5-005__run1_21__instance2.fasta,,0
REGION_5_2018-50,,,14,REGION_5_2018-50,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION_5_2018-50,sequencing,1,,,,,,,,,,,,,,,,,,,workshop2,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63400,,Amplicon,NB08,,Single_run,,32442,31865,,,,,,11872.34,,11657.564,11597.904,No,MN726852,11653,REGION_5_2018-50__workshop2__instance1.fasta,"workshop training",0
REGION_5_2018-100,,,10,REGION_5_2018-100,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION_5_2018-100,sequencing,1,,,,,,,,,,,,,,,,,,,workshop2,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63400,,Amplicon,NB07,,Single_run,,24217,24127,,,,,,11860.408,,11657.564,11430.856,No,MN726860,11653,REGION_5_2018-100__workshop2__instance1.fasta,"workshop training",0
REGION_5_2018-304,,,A5,REGION_5_2018-304,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,,Positive,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION_5_2018-304,sequencing,1,,,,,,,,,,,,,,,,,,,ritm_archive2-nb22,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63189,,Amplicon,NB13,,Single_run,,4055,4003,,,,,,11860.408,,11657.564,9020.592,No,MN726876,11653,REGION_5_2018-304__ritm_archive2_nb22__instance1.fasta,,0
REGION_5_2018-311,,,A6,REGION_5_2018-311,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,,Positive,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION_5_2018-311,sequencing,1,,,,,,,,,,,,,,,,,,,ritm_archive2-nb22,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63189,,Amplicon,NB14,,Single_run,,2737,2691,,,,,,11812.68,,11657.564,7875.12,No,MN726875,11653,REGION_5_2018-311__ritm_archive2_nb22__instance1.fasta,,0
REGION_5_2019-1,,,6,REGION_5_2019-1,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION_5_2019-1,sequencing,1,,,,,,,,,,,,,,,,,,,workshop2,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63400,,Amplicon,NB06,,Single_run,,53435,53278,,,,,,11872.34,,11657.564,11657.564,No,MN726880,11653,REGION_5_2019-1__workshop2__instance1.fasta,"workshop training",0
