"Sample_ID","Case_no","Accession","Host","Sample_type","Preferred_date","Date_source","Barangay","Municipality","Municipality_std","Province","Province_std","Region","Region_std","Latitude","Longitude","Source","Author","Pubmed","Genome_coverage","Host_scientific","Host_common","Host_type","Major_Island","seq_name","phylogenetic_clade"
"R5-2021-0335",NA,"OR971521","Canis lupus familiaris","brain","=""22-Mar-2021""","date_collected","Inarado","Daraga","Albay-Daraga","Albay","Albay","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971521","AL_Asian_SEA4"
"R5-2021-0334",NA,"OR971520","Canis lupus familiaris","brain","=""22-Mar-2021""","date_collected","San vicente","Bulan","Sorsogon-Bulan","Sorsogon","Sorsogon","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971520","AL_Asian_SEA4"
"R5-2021-0329",NA,"OR971519","Canis lupus familiaris","brain","=""22-Mar-2021""","date_collected","Dinaga","Naga city","Camarines Sur-Bato","Camarines Sur","Camarines Sur","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971519","AL_Asian_SEA4"
"R5-2021-0328",NA,"OR971518","Canis lupus familiaris","brain","=""22-Mar-2021""","date_collected","Igualdad","Naga city","Camarines Sur-Bato","Camarines Sur","Camarines Sur","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971518","AL_Asian_SEA4"
"R5-2021-0278",NA,"OR971517","Canis lupus familiaris","brain","=""05-Mar-2021""","date_collected","San miguel","Tiwi","Albay-Tiwi","Albay","Albay","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971517","AL_Asian_SEA4"
"R5-2021-0276",NA,"OR971516","Canis lupus familiaris","brain","=""05-Mar-2021""","date_collected","Cuyapi","Libmanan","Camarines Sur-Libmanan","Camarines Sur","Camarines Sur","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971516","AL_Asian_SEA4"
"R5-2021-0142",NA,"OR971515","Canis lupus familiaris","brain","=""01-Feb-2021""","date_collected","Concepcion pequeña","Naga city","Camarines Sur-Bato","Camarines Sur","Camarines Sur","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971515","AL_Asian_SEA4"
"R5-2021-0140",NA,"OR971514","Canis lupus familiaris","brain","=""01-Feb-2021""","date_collected","Dalas","Labo","Camarines Norte-Labo","Camarines Norte","Camarines Norte","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971514","AL_Asian_SEA4"
"R5-2021-0139",NA,"OR971513","Canis lupus familiaris","brain","=""01-Feb-2021""","date_collected","Lag-on","Daet","Camarines Norte-Daet","Camarines Norte","Camarines Norte","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971513","AL_Asian_SEA4"
"R5-2021-0138",NA,"OR971512","Canis lupus familiaris","brain","=""01-Feb-2021""","date_collected","Mancruz","Daet","Camarines Norte-Daet","Camarines Norte","Camarines Norte","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971512","AL_Asian_SEA4"
"R5-2021-0093",NA,"OR971511","Canis lupus familiaris","brain","=""20-Jan-2021""","date_collected","Mahaba","Ligao city","Albay-Ligao City","Albay","Albay","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971511","AL_Asian_SEA4"
"R5-2021-0092",NA,"OR971510","Canis lupus familiaris","brain","=""19-Jan-2021""","date_collected","Calzada","Guinobatan","Albay-Guinobatan","Albay","Albay","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971510","AL_Asian_SEA4"
"R5-2021-0069",NA,"OR971509","Canis lupus familiaris","brain","=""11-Jan-2021""","date_collected","Culiat","Ligao city","Albay-Ligao City","Albay","Albay","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971509","AL_Asian_SEA4"
"R5-2021-0042",NA,"OR971508","Canis lupus familiaris","brain","=""05-Jan-2021""","date_collected","Ubaliw","Polangui","Albay-Polangui","Albay","Albay","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971508","AL_Asian_SEA4"
"R5-2021-0041",NA,"OR971507","Canis lupus familiaris","brain","=""05-Jan-2021""","date_collected","Bagumbayan","Malinao","Albay-Malinao","Albay","Albay","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971507","AL_Asian_SEA4"
"R5-2019-0064",NA,"OR971506","Canis lupus familiaris","brain","=""07-Mar-2019""","date_collected","Carolina","Naga city","Camarines Sur-Bato","Camarines Sur","Camarines Sur","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971506","AL_Asian_SEA4"
"R5-2018-0334",NA,"OR971505","Canis lupus familiaris","brain","=""07-Dec-2018""","date_collected","Tigaon","Camarines sur","Camarines Sur-Goa","Camarines Sur","Camarines Sur","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971505","AL_Asian_SEA4"
"R5-2018-0259",NA,"OR971504","Canis lupus familiaris","brain","=""14-Sep-2018""","date_collected","Bibincahan","Sorsogon city","Sorsogon-Pilar","Sorsogon","Sorsogon","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971504","AL_Asian_SEA4"
"R5-2018-0219",NA,"OR971503","Canis lupus familiaris","brain","=""10-Aug-2018""","date_collected","Cogon","Gubat","Sorsogon-Gubat","Sorsogon","Sorsogon","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971503","AL_Asian_SEA4"
"R5-2018-0151",NA,"OR971502","Bos taurus","brain","=""02-May-2018""","date_collected","San isidro","Sorsogon city","Sorsogon-Pilar","Sorsogon","Sorsogon","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Bos taurus","Cow","Livestock","Luzon","OR971502","AL_Asian_SEA4"
"R5-2018-0070",NA,"OR971501","Canis lupus familiaris","brain","=""27-Feb-2018""","date_collected","Bibincahan","Sorsogon city","Sorsogon-Pilar","Sorsogon","Sorsogon","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971501","AL_Asian_SEA4"
"R5-2018-0069",NA,"OR971500","Canis lupus familiaris","brain","=""27-Feb-2018""","date_collected","Burabod (pob.)","Sorsogon city","Sorsogon-Pilar","Sorsogon","Sorsogon","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971500","AL_Asian_SEA4"
"R5-2018-0067",NA,"OR971499","Canis lupus familiaris","brain","=""20-Feb-2018""","date_collected","Pangpang","Sorsogon city","Sorsogon-Pilar","Sorsogon","Sorsogon","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971499","AL_Asian_SEA4"
"R5-2018-0051",NA,"OR971498","Canis lupus familiaris","brain","=""08-Feb-2018""","date_collected","Abuyog","Sorsogon city","Sorsogon-Pilar","Sorsogon","Sorsogon","Region V (Bicol Region)","Region V (Bicol Region)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971498","AL_Asian_SEA4"
"R4B-2022-00011",NA,"OR971497","Canis lupus familiaris","brain","=""01-Jan-2022""","date_collected",NA,NA,NA,"Oriental Mindoro","Oriental Mindoro","Mimaropa Region","Mimaropa Region",NA,NA,"vgtk; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971497","AL_Asian_SEA4"
"R4B-2022-00010",NA,"OR971496","Canis lupus familiaris","brain","=""03-Mar-2022""","date_collected",NA,NA,NA,"Oriental Mindoro","Oriental Mindoro","Mimaropa Region","Mimaropa Region",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971496","AL_Asian_SEA4"
"R4B-2022-00008",NA,"OR971495","Canis lupus familiaris","brain","=""17-Feb-2022""","date_collected",NA,NA,NA,"Oriental Mindoro","Oriental Mindoro","Mimaropa Region","Mimaropa Region",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971495","AL_Asian_SEA4"
"CAR-2022-007",NA,"OR971344","Canis lupus familiaris","brain","=""02-Jan-2022""","date_collected",NA,NA,NA,"Abra","Abra","Cordillera Administrative Region (CAR)","Cordillera Administrative Region (CAR)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971344","AL_Asian_SEA4"
"CAR-2022-004",NA,"OR971343","Canis lupus familiaris","brain","=""14-Jan-2022""","date_collected",NA,NA,NA,"Abra","Abra","Cordillera Administrative Region (CAR)","Cordillera Administrative Region (CAR)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971343","AL_Asian_SEA4"
"CAR-2022-002",NA,"OR971342","Canis lupus familiaris","brain","=""01-Jun-2022""","date_collected",NA,NA,NA,"Mountain Province","Mountain Province","Cordillera Administrative Region (CAR)","Cordillera Administrative Region (CAR)",NA,NA,"vgtk; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971342","AL_Asian_SEA4"
"CAR-2022-001",NA,"OR971341","Canis lupus familiaris","brain","=""01-Apr-2022""","date_collected",NA,NA,NA,"Abra","Abra","Cordillera Administrative Region (CAR)","Cordillera Administrative Region (CAR)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971341","AL_Asian_SEA4"
"CAR-2021-075",NA,"OR971340","Canis lupus familiaris","brain","=""15-Nov-2021""","date_collected",NA,NA,NA,"Abra","Abra","Cordillera Administrative Region (CAR)","Cordillera Administrative Region (CAR)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971340","AL_Asian_SEA4"
"CAR-2021-074",NA,"OR971339","Canis lupus familiaris","brain","=""11-Mar-2021""","date_collected",NA,NA,NA,"Abra","Abra","Cordillera Administrative Region (CAR)","Cordillera Administrative Region (CAR)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971339","AL_Asian_SEA4"
"CAR-2021-046",NA,"OR971338","Canis lupus familiaris","brain","=""25-Jun-2021""","date_collected",NA,NA,NA,"Benguet","Benguet","Cordillera Administrative Region (CAR)","Cordillera Administrative Region (CAR)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971338","AL_Asian_SEA4"
"CAR-2021-044",NA,"OR971337","Canis lupus familiaris","brain","=""18-Jun-2021""","date_collected",NA,NA,NA,"Abra","Abra","Cordillera Administrative Region (CAR)","Cordillera Administrative Region (CAR)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971337","AL_Asian_SEA4"
"CAR-2021-040",NA,"OR971336","Canis lupus familiaris","brain","=""06-Aug-2021""","date_collected",NA,NA,NA,"Abra","Abra","Cordillera Administrative Region (CAR)","Cordillera Administrative Region (CAR)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971336","AL_Asian_SEA4"
"CAR-2021-034",NA,"OR971335","Canis lupus familiaris","brain","=""14-May-2021""","date_collected",NA,NA,NA,"Apayao","Apayao","Cordillera Administrative Region (CAR)","Cordillera Administrative Region (CAR)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971335","AL_Asian_SEA4"
"CAR-2021-033",NA,"OR971334","Canis lupus familiaris","brain","=""10-May-2021""","date_collected",NA,NA,NA,"Abra","Abra","Cordillera Administrative Region (CAR)","Cordillera Administrative Region (CAR)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971334","AL_Asian_SEA4"
"CAR-2021-032",NA,"OR971333","Canis lupus familiaris","brain","=""03-May-2021""","date_collected",NA,NA,NA,"Apayao","Apayao","Cordillera Administrative Region (CAR)","Cordillera Administrative Region (CAR)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971333","AL_Asian_SEA4"
"CAR-2021-022",NA,"OR971332","Canis lupus familiaris","brain","=""11-Mar-2021""","date_collected",NA,NA,NA,"Ifugao","Ifugao","Cordillera Administrative Region (CAR)","Cordillera Administrative Region (CAR)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971332","AL_Asian_SEA4"
"CAR-2021-016",NA,"OR971331","Canis lupus familiaris","brain","=""28-Feb-2021""","date_collected",NA,NA,NA,"Abra","Abra","Cordillera Administrative Region (CAR)","Cordillera Administrative Region (CAR)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971331","AL_Asian_SEA4"
"CAR-2021-015",NA,"OR971330","Canis lupus familiaris","brain","=""24-Feb-2021""","date_collected",NA,NA,NA,"Abra","Abra","Cordillera Administrative Region (CAR)","Cordillera Administrative Region (CAR)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971330","AL_Asian_SEA4"
"CAR-2019-208",NA,"OR971329","Canis lupus familiaris","brain","=""28-Oct-2019""","date_collected",NA,NA,NA,"Kalinga","Kalinga","Cordillera Administrative Region (CAR)","Cordillera Administrative Region (CAR)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971329","AL_Asian_SEA4"
"CAR-2019-111",NA,"OR971328","Canis lupus familiaris","brain","=""14-Oct-2019""","date_collected",NA,NA,NA,"Abra","Abra","Cordillera Administrative Region (CAR)","Cordillera Administrative Region (CAR)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971328","AL_Asian_SEA4"
"CAR-2019-103",NA,"OR971327","Canis lupus familiaris","brain","=""23-Sep-2019""","date_collected",NA,NA,NA,"Kalinga","Kalinga","Cordillera Administrative Region (CAR)","Cordillera Administrative Region (CAR)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971327","AL_Asian_SEA4"
"CAR-2019-099",NA,"OR971326","Canis lupus familiaris","brain","=""26-Sep-2019""","date_collected",NA,NA,NA,"Benguet","Benguet","Cordillera Administrative Region (CAR)","Cordillera Administrative Region (CAR)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971326","AL_Asian_SEA4"
"CAR-2019-098",NA,"OR971325","Canis lupus familiaris","brain","=""16-Sep-2019""","date_collected",NA,NA,NA,"Kalinga","Kalinga","Cordillera Administrative Region (CAR)","Cordillera Administrative Region (CAR)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971325","AL_Asian_SEA4"
"CAR-2019-092",NA,"OR971324","Canis lupus familiaris","brain","=""04-Sep-2019""","date_collected",NA,NA,NA,"Benguet","Benguet","Cordillera Administrative Region (CAR)","Cordillera Administrative Region (CAR)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971324","AL_Asian_SEA4"
"CAR-2019-085",NA,"OR971323","Canis lupus familiaris","brain","=""26-Aug-2019""","date_collected",NA,NA,NA,"Kalinga","Kalinga","Cordillera Administrative Region (CAR)","Cordillera Administrative Region (CAR)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971323","AL_Asian_SEA4"
"R12-2019-0538",NA,"OR971644","Canis lupus familiaris","brain","=""24-jun-2019""","date_collected","Calean","City of tacurong","Sultan Kudarat-Isulan","Sultan Kudarat","Sultan Kudarat","Region XII (Soccsksargen)","Region XII (Soccsksargen)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342,"Canis lupus familiaris","Dog","Domestic","Mindanao","OR971644","AL_Asian_SEA4"
"R12-2019-0521",NA,"OR971643","Canis lupus familiaris","brain","=""19-jun-2019""","date_collected","Maibo","Tantangan","South Cotabato-Banga","South Cotabato","South Cotabato","Region XII (Soccsksargen)","Region XII (Soccsksargen)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342,"Canis lupus familiaris","Dog","Domestic","Mindanao","OR971643","AL_Asian_SEA4"
"R12-2019-0472",NA,"OR971642","Canis lupus familiaris","brain","=""07-jun-2019""","date_collected","Poblacion(alabel)","Alabel","Sarangani-Alabel","Sarangani","Sarangani","Region XII (Soccsksargen)","Region XII (Soccsksargen)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342,"Canis lupus familiaris","Dog","Domestic","Mindanao","OR971642","AL_Asian_SEA4"
"R12-2019-0014",NA,"OR971641","Sus scrofa","brain","=""09-jan-2019""","date_collected","New isabela","City of tacurong","Sultan Kudarat-Isulan","Sultan Kudarat","Sultan Kudarat","Region XII (Soccsksargen)","Region XII (Soccsksargen)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342,"Sus scrofa domesticus","Pig","Livestock","Mindanao","OR971641","AL_Asian_SEA4"
"R11-2022-33",NA,"OR971640","Canis lupus familiaris","brain","=""05-may-2022""","date_collected","Puan","Davao city","Davao del Sur-Malita","Davao del Sur","Davao del Sur","Region XI (Davao Region)","Region XI (Davao Region)",NA,NA,"vgtk; raddl_correction; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Mindanao","OR971640","AL_Asian_SEA4"
"R11-2022-32",NA,"OR971639","Canis lupus familiaris","brain","=""02-may-2022""","date_collected","Poblacion","Compostela","Compostela Valley-Laak","Davao de Oro (Compostela Valley)","Compostela Valley","Region XI (Davao Region)","Region XI (Davao Region)",NA,NA,"vgtk; raddl_correction; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342,"Canis lupus familiaris","Dog","Domestic","Mindanao","OR971639","AL_Asian_SEA4"
